resp_id,cty,cons_trt,info_trt,prefer_prop,asylum_home,ideo_scale,know_index,female,age,emp_status,employed,eisced,inc_decile
R_6Sw2EO2qgA4gGqN,France,1,0,1,2,3,2,1,22,1. Paid employee,1,5,1
R_9pNo5Az1aMG90kR,Sweden,1,1,0,0,7,1,0,34,3. Student,0,4,10
R_4Oq1Tl1txtYQvzL,Sweden,1,1,1,0,6,2,0,44,1. Paid employee,1,5,10
R_doHrCb1JKuRWrOt,Spain,1,1,1,1,4,2,1,38,1. Paid employee,1,7,6
R_5A57R5pLdGRUmwZ,Austria,0,1,0,-2,7,3,0,60,7. Retired,0,2,6
R_01gjTr1SrjbxDjD,France,1,1,1,0,2,2,1,27,2. Self-employed,1,7,1
R_ebooOPq4OQmEd8x,Sweden,1,0,1,-1,8,0,1,47,1. Paid employee,1,5,8
R_cDg1jOMlu1rKvAh,France,1,1,0,-2,5,2,0,35,1. Paid employee,1,7,2
R_1AjeJ3jXXTAXt4N,Sweden,1,0,1,-2,5,2,0,38,1. Paid employee,1,5,4
R_1Y6TwDuVsbhBskl,United Kingdom,1,0,1,-2,5,1,0,48,1. Paid employee,1,2,3
R_4TaqSmOcwOWktBX,Spain,0,0,1,-2,0,1,0,56,"4. Unemployed, searching",0,4,1
R_bC5wL9msvfldzNP,France,0,1,1,-1,5,1,0,58,7. Retired,0,3,8
R_diNnE0MQGX5gyEZ,United Kingdom,0,0,1,-1,6,1,1,49,1. Paid employee,1,4,2
R_9uXLnUIHxWp3Ibj,Sweden,1,1,0,-1,5,1,1,45,1. Paid employee,1,2,1
R_8jC7fhsYgiEbYLH,Sweden,0,0,1,0,8,3,1,42,1. Paid employee,1,7,9
R_cRO8BkD7636Z8d7,Spain,1,1,0,0,3,1,0,41,1. Paid employee,1,6,4
R_7Vetvzs2MaNOg7P,France,1,0,1,1,3,2,0,38,1. Paid employee,1,7,6
R_dbSstzSG6Hr8DKl,Germany,1,1,0,1,0,2,0,32,1. Paid employee,1,NA,5
R_3dQtWN5GuPQUAOp,Spain,1,1,0,1,0,3,0,37,1. Paid employee,1,5,1
R_268rpZFL4IFnEsB,France,0,1,0,0,5,1,0,31,1. Paid employee,1,5,8
R_9LTB5oX7PFXueu9,Sweden,0,0,0,2,5,1,0,57,2. Self-employed,1,4,5
R_0ppOWlPBkxkLdFr,Norway,0,1,0,-1,3,1,1,29,"4. Unemployed, searching",0,5,1
R_2ibd28Da3I53y1D,Sweden,1,1,1,-2,6,0,1,45,"4. Unemployed, searching",0,3,1
R_cYmGSwQSvfDI9q5,Sweden,0,1,1,-1,7,3,0,35,1. Paid employee,1,7,10
R_a2C2jrp9EbtdomF,Hungary,0,1,0,-1,4,2,0,22,2. Self-employed,1,4,10
R_5cpp3B0cj9R8CgZ,Denmark,1,1,1,-2,8,1,0,22,3. Student,0,6,1
R_bDzGd1CuMYz1Ogl,United Kingdom,1,1,0,-2,7,2,0,46,1. Paid employee,1,6,4
R_ex3ipnRT4hiuN4p,Sweden,1,1,0,2,1,2,0,39,3. Student,0,5,3
R_a4YuqHX5MTGugo5,Greece,1,0,1,-1,1,1,0,31,1. Paid employee,1,5,2
R_6fiMjIHKnulTLRX,Greece,0,1,0,0,8,2,0,24,2. Self-employed,1,7,1
R_0euK8Bxh2rInuOF,Sweden,0,0,0,-1,2,1,0,55,"4. Unemployed, searching",0,5,6
R_51KXGGEBbzoxNWZ,France,1,1,0,-2,5,3,0,29,2. Self-employed,1,3,5
R_cAsuVrvIEyS2mkB,Czech Republic,1,1,0,-1,5,1,0,34,1. Paid employee,1,3,3
R_3OWHxNvP85UeYqV,Sweden,1,0,1,-2,0,1,0,40,1. Paid employee,1,2,8
R_cUw1vwCrARp147X,Norway,1,0,1,1,5,1,1,19,3. Student,0,2,8
R_cOcwyB6ALGhrL81,France,0,1,1,-2,7,2,0,59,"4. Unemployed, searching",0,4,1
R_bwoCtGOEbXgOf5z,United Kingdom,0,0,1,-2,5,2,1,40,8. Working at home,0,4,6
R_8uI4Wt8NlpyZRrL,Poland,1,0,1,0,5,2,0,35,1. Paid employee,1,3,9
R_089F05PWYvxHQMt,Hungary,0,1,1,0,4,3,0,58,1. Paid employee,1,4,9
R_0d3R9zAyCa6RVY1,Sweden,1,1,1,2,10,0,0,41,1. Paid employee,1,1,NA
R_79fFaPc2HjpVOa9,United Kingdom,0,1,0,0,9,2,0,49,8. Working at home,0,5,2
R_73f0NETLy4R9iU5,Germany,1,1,0,-1,5,2,0,45,1. Paid employee,1,3,3
R_ezIdZMO11m5hKRf,United Kingdom,1,1,1,0,3,2,1,27,3. Student,0,7,7
R_eCGP3gK2BvDJwHj,United Kingdom,1,1,0,-2,7,3,0,36,1. Paid employee,1,5,5
R_esqot9Qwf6RE897,Hungary,0,0,0,-2,5,2,0,46,1. Paid employee,1,4,5
R_a92fwB5MqH3o8UB,Hungary,0,0,0,-2,7,2,1,26,3. Student,0,6,8
R_6mPUbwUNYq0vf3D,United Kingdom,1,0,0,0,5,1,0,31,1. Paid employee,1,4,4
R_cCJ72t497tOXUHP,Greece,0,1,1,-2,5,1,0,21,"4. Unemployed, searching",0,1,1
R_3WoGPpQO7m4h8r3,Sweden,1,0,1,-2,6,3,0,52,1. Paid employee,1,5,8
R_3jAw5JYoIgp48QZ,Poland,0,0,0,-1,5,2,0,41,"4. Unemployed, searching",0,2,3
R_erDE6PxM4T5u63j,Austria,0,1,1,-1,2,1,0,53,1. Paid employee,1,3,6
R_eKT1N0Oi2rD7sLX,Poland,1,1,0,2,10,2,0,45,1. Paid employee,1,5,9
R_9B2spbCZ2b03in3,Sweden,1,0,0,-2,4,1,0,26,2. Self-employed,1,2,5
R_dhh6rkRDcd3WqvX,Poland,1,0,0,-2,5,1,0,42,"4. Unemployed, searching",0,5,5
R_74jZnpX2Q14JjTf,Switzerland,1,0,0,-1,5,3,0,60,6. Chronic illness or permanent disability,0,4,2
R_dmuv2RcnPvBEib3,Hungary,0,0,1,-2,10,2,0,25,1. Paid employee,1,4,7
R_bvfbpBpCKHDt2jr,Germany,1,0,1,1,2,2,0,56,2. Self-employed,1,5,9
R_5oM2c2wyfddbPkF,Sweden,0,0,0,0,5,2,0,40,1. Paid employee,1,6,9
R_8J2A4bLjCBmLYd7,France,0,1,1,0,4,1,0,47,6. Chronic illness or permanent disability,0,3,4
R_4UEoKmWHLnHnHdX,United Kingdom,0,0,1,0,7,2,0,49,6. Chronic illness or permanent disability,0,4,3
R_6lJ0WR3l1cn79bv,Sweden,1,0,0,1,0,2,0,37,1. Paid employee,1,5,4
R_6feLFhvE8YojTFP,Poland,1,1,1,1,9,2,0,60,1. Paid employee,1,6,9
R_egNM2d8ELhck8Dj,Poland,0,0,1,1,5,0,1,39,8. Working at home,0,2,5
R_9F5BXPlnTM5vwCp,Hungary,0,0,1,1,2,2,0,63,7. Retired,0,6,4
R_9WuEs8U7iTSwB5r,Germany,1,1,1,0,4,2,1,19,3. Student,0,5,1
R_0NAjiCnrwHrwvtj,United Kingdom,1,0,0,-1,5,1,1,19,3. Student,0,4,3
R_0pUiJjbGnqmkw6N,France,1,0,1,2,0,0,1,28,"4. Unemployed, searching",0,2,4
R_83cSuYATr2aJeVD,United Kingdom,0,0,1,0,7,2,0,39,2. Self-employed,1,6,9
R_eVzCRb48q9VmRSZ,Hungary,0,1,1,0,6,3,0,40,1. Paid employee,1,5,6
R_abBGcyjv5b1bacZ,Switzerland,0,0,0,-1,4,1,1,45,1. Paid employee,1,4,5
R_eaI6P8rxOJbvPDf,Hungary,0,0,0,-2,5,2,1,60,8. Working at home,0,6,7
R_d5VbUchAWlNAPIx,United Kingdom,1,0,1,-2,5,3,1,42,8. Working at home,0,1,1
R_3lys5iP8MVGe993,France,1,1,0,-2,5,2,0,28,1. Paid employee,1,4,4
R_bl8rsBfivFbPPk9,Hungary,1,0,1,-2,7,1,0,26,1. Paid employee,1,5,9
R_5mOIwAj3lXLMh5r,Sweden,0,0,1,-2,5,3,0,54,1. Paid employee,1,3,9
R_5gswD6ADMql8wHH,Spain,0,0,1,0,2,2,1,34,1. Paid employee,1,7,9
R_e9BGcKfxkeZpiKN,Germany,1,0,0,-1,4,1,0,33,1. Paid employee,1,3,1
R_bd6RpwI0mOpXwkl,Poland,1,1,1,0,2,3,0,61,7. Retired,0,6,10
R_6RwPk2zVZWUpLed,United Kingdom,0,1,1,-1,4,2,0,39,1. Paid employee,1,6,8
R_6SBIAB71CGINoxf,Hungary,1,0,1,-1,5,2,0,46,1. Paid employee,1,3,9
R_cMFoRhbeMfzY6IR,Hungary,0,0,1,0,5,3,0,50,2. Self-employed,1,6,10
R_8HdFxOPeWr5Exff,Sweden,1,1,0,1,5,1,1,40,3. Student,0,5,4
R_3qtOjlftgbLxVuR,Greece,0,0,1,0,7,1,1,24,8. Working at home,0,4,1
R_8q9zstm2w7r7Ltb,Hungary,1,1,1,-1,5,2,0,22,3. Student,0,4,2
R_bJfduKsVn8Jthkx,Switzerland,0,0,1,0,2,2,0,68,7. Retired,0,4,1
R_ebus9u9Gbhx2l5X,Sweden,1,1,1,-2,8,3,0,35,3. Student,0,4,3
R_6xtTb6d4NJFXzz7,France,0,0,1,-1,6,1,0,30,1. Paid employee,1,7,7
R_bHNQ1G7FociGIg5,Poland,0,1,1,-2,6,2,0,47,2. Self-employed,1,3,9
R_3jWxXs3kzyrE8dL,Poland,1,0,1,0,8,1,1,63,1. Paid employee,1,3,4
R_bjtKGTtPTUa6X3f,Czech Republic,0,1,1,1,3,2,1,20,3. Student,0,4,1
R_7R4pmosrWQ8JeYd,United Kingdom,1,1,1,0,3,2,0,44,1. Paid employee,1,6,5
R_6DnSZvUDwEiceAR,Hungary,1,0,1,-1,5,3,0,26,1. Paid employee,1,7,9
R_5vR3dI1PVJ97NxH,Spain,0,0,1,1,4,2,1,64,8. Working at home,0,4,8
R_bQm103DuySqbq3X,Hungary,0,0,1,-1,5,2,0,47,1. Paid employee,1,3,1
R_bJcfcUmXarTk77D,Sweden,1,0,1,0,7,2,1,48,1. Paid employee,1,5,9
R_1ZhTINpVfB2EkiV,Austria,0,1,0,-2,4,3,0,53,1. Paid employee,1,3,3
R_cvhIhX2qqLPOeNf,Hungary,0,1,1,1,4,3,0,64,1. Paid employee,1,4,8
R_eag2ojev3Z9pirH,Sweden,0,0,1,-2,9,2,1,32,1. Paid employee,1,6,9
R_6hVntauusB9CLkh,Sweden,0,0,0,2,0,2,1,33,1. Paid employee,1,4,9
R_0IZRM4slpkjg8uh,Hungary,1,0,1,0,5,2,0,54,"4. Unemployed, searching",0,3,1
R_4PJsZGRxseyk5cF,Germany,0,0,1,1,0,2,0,25,1. Paid employee,1,NA,3
R_80pVoaiv5CUw5jT,Poland,1,1,1,-2,5,2,0,65,6. Chronic illness or permanent disability,0,3,8
R_eaeWuPA6pORwunb,Poland,1,0,0,-1,0,1,0,56,1. Paid employee,1,6,5
R_bscB40IiwqsJVqt,Sweden,0,1,1,-1,5,3,0,37,1. Paid employee,1,4,7
R_3Depw2tyxPICanX,France,1,0,1,-2,8,1,0,26,3. Student,0,4,1
R_cCOV0aGN1Enxf01,Hungary,1,1,0,0,5,3,0,50,7. Retired,0,4,7
R_4V09U94nLRm5Z6B,Hungary,0,1,1,-2,6,1,1,57,"4. Unemployed, searching",0,2,2
R_eRpU3xzk8mNbUY5,Netherlands,0,0,1,0,5,2,1,25,6. Chronic illness or permanent disability,0,3,2
R_79yvOpTNZOxX6PX,France,0,0,1,0,6,1,1,19,3. Student,0,4,1
R_3V1TOFIia9CYqO1,Sweden,0,0,1,1,0,3,1,55,6. Chronic illness or permanent disability,0,6,1
R_dcbFvklTdGgidy5,Poland,1,0,1,0,9,1,0,36,1. Paid employee,1,6,10
R_djw63Qs1XwBNkJD,Sweden,0,1,0,0,0,3,1,48,1. Paid employee,1,3,10
R_2sBDkNPLhgREul7,Hungary,1,0,1,1,1,3,0,48,1. Paid employee,1,5,8
R_0TUMpYyhc1Ico9n,Hungary,0,1,0,0,5,2,0,43,7. Retired,0,6,8
R_07KuNv61t8ern5b,Netherlands,0,1,1,-1,5,2,1,42,1. Paid employee,1,3,7
R_1zSSXbPY44l0SUJ,Hungary,1,0,1,0,5,2,0,53,2. Self-employed,1,5,9
R_bjirqlrztZRQmGh,Germany,0,0,0,-2,5,2,0,46,1. Paid employee,1,3,9
R_82LnDfhh3omRQnb,Hungary,0,1,1,0,5,2,0,53,1. Paid employee,1,7,10
R_aeZOEOHSt5b4hc9,United Kingdom,0,1,1,-1,5,2,1,47,8. Working at home,0,7,5
R_cARsGRyq1cpwEHb,Hungary,0,1,1,1,0,1,0,58,1. Paid employee,1,3,7
R_3WWa4Jq8OwFSxXT,Germany,1,1,1,1,4,2,0,57,2. Self-employed,1,6,5
R_eanEojNS4a8BJeR,France,0,0,1,-1,5,1,1,63,7. Retired,0,3,5
R_8iFY465RczMYMXr,Poland,0,0,1,0,7,1,1,61,7. Retired,0,5,6
R_1NRTa2uiM6s6mKp,Hungary,1,1,1,0,5,2,0,61,1. Paid employee,1,6,8
R_6VWs8FaRJFAUpoh,Hungary,0,1,0,-1,6,1,0,57,1. Paid employee,1,6,2
R_bxbfRlDflZnKLqZ,Poland,0,0,1,1,4,3,1,57,1. Paid employee,1,7,10
R_ekyTfiTaDHPx9rL,United Kingdom,1,1,0,-2,5,2,1,42,8. Working at home,0,4,8
R_2bGBzWYwYIBFzq5,Poland,0,0,0,0,8,3,0,69,7. Retired,0,7,6
R_9NqoN0BWRo6Hujb,Poland,0,1,1,0,4,2,1,47,6. Chronic illness or permanent disability,0,5,3
R_4Yo0dfitiHfSkdf,Sweden,1,1,1,-2,10,2,0,30,"4. Unemployed, searching",0,4,1
R_cYfVyECy5FBamot,Hungary,1,0,1,-1,1,2,1,63,7. Retired,0,6,5
R_3eMocL7ep3XL09v,Greece,1,1,1,0,3,1,0,45,1. Paid employee,1,6,8
R_dbCb8mdpeBfvdo9,Poland,1,0,1,1,7,2,0,64,7. Retired,0,7,8
R_23mUo1lYiJAoC5T,Hungary,0,1,0,-1,2,0,1,64,7. Retired,0,4,4
R_899Czs25X2KwCsB,United Kingdom,0,0,1,-1,5,2,1,48,1. Paid employee,1,5,5
R_0etmLPCe9n1n3eZ,Netherlands,1,1,1,0,2,1,1,25,3. Student,0,6,3
R_6hxR1ZNMWXkO861,Hungary,1,0,1,0,5,3,1,37,1. Paid employee,1,3,8
R_6i2W1p8qqvKNLMh,Poland,1,1,1,0,1,1,1,64,2. Self-employed,1,6,4
R_3dUV0nekhFd9QNf,Hungary,0,1,1,0,5,1,1,59,7. Retired,0,4,6
R_5zG4mIXqqs1AGbz,Poland,0,1,1,-2,10,2,1,49,1. Paid employee,1,7,2
R_6x3uDYWoDCsV9OJ,France,1,1,0,0,4,2,1,23,1. Paid employee,1,4,2
R_ctHtbdqrO4QvJwF,Denmark,0,0,1,-2,10,2,0,35,1. Paid employee,1,3,7
R_50SCJATgmYE28fP,Hungary,0,1,1,-1,5,2,1,59,1. Paid employee,1,5,6
R_5w1E0Z4QAzwQGEd,Norway,0,1,1,0,3,2,1,30,1. Paid employee,1,5,3
R_etCyocQ67Mf5BlP,Sweden,0,0,0,-1,5,2,1,45,1. Paid employee,1,6,7
R_8r0hzWpqa1mm80R,Hungary,0,0,1,0,5,2,0,52,1. Paid employee,1,4,5
R_7PAEObj4SBMuQjb,Hungary,0,0,1,0,4,3,0,69,7. Retired,0,4,10
R_063oySCgeNsKiCV,France,1,0,1,1,2,2,1,55,7. Retired,0,4,4
R_4JwD4LSLtKPeMol,Denmark,1,1,0,-2,8,1,0,42,1. Paid employee,1,3,9
R_72HfPgBg2fsKEZf,Hungary,0,1,0,-1,5,0,1,25,1. Paid employee,1,6,8
R_02rvsvQL91273Zb,France,0,0,1,-2,6,1,0,55,1. Paid employee,1,3,7
R_9MjWqXeaoDgSgfj,Sweden,1,0,1,-2,7,3,0,32,1. Paid employee,1,5,9
R_77IRXhFL50zQweN,Hungary,0,1,1,1,5,2,1,56,1. Paid employee,1,4,8
R_37YC7lRH4gFRzuJ,United Kingdom,0,1,0,1,7,1,1,31,2. Self-employed,1,3,4
R_eVSDgirV9zCBZR3,Sweden,0,0,0,2,9,2,0,34,1. Paid employee,1,5,6
R_3QLo5HiHGAeQtWB,Poland,0,0,1,-1,7,1,1,59,1. Paid employee,1,7,6
R_6hCkNB5y6X1t0JT,Poland,0,1,1,0,2,2,1,53,2. Self-employed,1,5,6
R_9BJOrt6DVpAuXzf,Hungary,0,1,1,-1,5,2,0,30,1. Paid employee,1,4,3
R_0kcXcE2NiK8JMX3,Denmark,1,1,0,0,2,2,0,30,3. Student,0,6,1
R_37YxzhRBs3lpL49,Germany,1,1,1,-1,2,2,0,50,1. Paid employee,1,7,3
R_e9ElPHvGLAXFG8B,Spain,1,0,0,1,5,1,0,27,1. Paid employee,1,2,2
R_bQJkkuxQmhnmUux,Hungary,0,1,0,-2,10,2,1,48,8. Working at home,0,4,7
R_eK9mRlDvDTLaXXL,Greece,1,1,1,-1,5,1,1,19,3. Student,0,1,1
R_0JKJBkZiZHIx2QJ,Hungary,0,1,1,1,2,3,1,63,7. Retired,0,5,3
R_aaZHYlgZGmmLaJL,Switzerland,0,1,1,-1,5,1,0,48,1. Paid employee,1,7,7
R_bw2P4GciTeWBjeZ,Poland,1,0,0,0,6,2,0,34,1. Paid employee,1,3,6
R_3XgJ9jhrsrAbuZv,Poland,1,0,0,0,6,1,0,67,7. Retired,0,4,6
R_cGagOW6jdOPHEih,Poland,1,0,1,1,8,0,0,58,1. Paid employee,1,3,4
R_6ik462PMgHVYLhX,Hungary,1,0,1,0,2,3,0,62,7. Retired,0,3,4
R_9tvxBOAazrPVaHb,Hungary,0,0,1,0,5,2,1,46,2. Self-employed,1,6,6
R_79hoo1xuC7mnOhT,Hungary,0,1,1,0,6,3,0,57,1. Paid employee,1,6,10
R_796MhxN9yzdSERL,Switzerland,1,0,0,-1,5,2,1,32,2. Self-employed,1,4,2
R_ex3Zg9U4fRQmEcJ,Poland,1,1,1,1,5,2,0,52,1. Paid employee,1,7,10
R_2hh8Ry22rSTD3xz,Sweden,0,1,1,0,6,2,1,48,6. Chronic illness or permanent disability,0,5,5
R_cLOyAIMbTccksW9,Poland,0,1,1,0,5,1,0,51,1. Paid employee,1,5,6
R_b9L3Rqc8sQtIHIx,Norway,1,0,1,0,2,2,0,67,7. Retired,0,2,2
R_bw4yUbSz8IMmtHT,Poland,1,1,1,2,2,2,0,55,"4. Unemployed, searching",0,4,5
R_1SyqBF8k3EggdVz,Sweden,0,1,1,-2,8,2,0,54,1. Paid employee,1,5,6
R_ebbLBfWOEPQ73E1,Hungary,1,1,1,-2,5,3,0,54,7. Retired,0,4,5
R_2lONzD7alCjlxo9,France,0,0,1,-1,5,1,1,26,1. Paid employee,1,4,4
R_88lAvCgQSMbETrf,Spain,0,1,0,0,8,0,1,29,1. Paid employee,1,5,1
R_3pCXT2tbPQpo37n,Sweden,0,1,1,0,3,2,0,37,"4. Unemployed, searching",0,5,1
R_a3tSu1StasBH4IR,Hungary,1,0,1,0,8,3,0,27,1. Paid employee,1,3,8
R_8bLc4KHffuIwXpH,Austria,1,0,1,0,0,3,0,55,1. Paid employee,1,3,6
R_57unSJP3V3Py2Vf,Hungary,1,1,1,0,5,2,1,51,1. Paid employee,1,7,10
R_3l0g6WvQ3xCd8b3,Sweden,1,1,1,-2,10,3,0,31,1. Paid employee,1,7,8
R_9zVFldtL1GAEXgp,Hungary,1,1,1,1,5,2,1,37,1. Paid employee,1,4,2
R_6rNtxAU6njTzpGt,Hungary,0,0,1,0,3,2,0,52,7. Retired,0,3,4
R_0lDruUdQvy9bmKN,France,0,1,0,0,5,0,1,32,1. Paid employee,1,2,1
R_3pVdYmBccQkQ74N,Hungary,1,0,1,-2,5,2,1,25,1. Paid employee,1,4,10
R_1YMRMoqHmnmuH8V,Hungary,0,1,1,1,4,2,1,62,"4. Unemployed, searching",0,5,4
R_bHrkHykJJiKMglL,Poland,0,1,1,-2,5,1,1,54,2. Self-employed,1,5,4
R_41kwdqWHGcKX5bv,Hungary,1,0,1,-1,0,2,1,43,1. Paid employee,1,5,4
R_1IeOvJGEtK2FN9r,Germany,0,0,1,0,5,1,0,31,1. Paid employee,1,NA,5
R_6SANWixjcNJag17,Hungary,1,1,1,2,2,3,0,62,2. Self-employed,1,7,9
R_dmPxhbbE3SMAPbf,Poland,1,1,1,0,8,2,1,64,7. Retired,0,4,5
R_1WT7FrhAhj2jaMR,Greece,1,1,1,1,5,3,0,19,3. Student,0,4,5
R_3faX8HbVJgvyPsN,Poland,1,0,0,-1,5,2,1,30,1. Paid employee,1,7,3
R_8HeahdOGoCsXMLr,Hungary,1,1,1,0,7,2,1,50,7. Retired,0,5,8
R_3sFHbPp7O4NDBel,Sweden,0,0,0,0,7,2,0,32,1. Paid employee,1,4,7
R_2nrPa0Dx5vLdNOt,Hungary,0,0,1,0,7,3,0,48,1. Paid employee,1,4,6
R_3jFc5C3ak0noYQJ,Poland,1,1,0,0,5,1,0,67,7. Retired,0,2,9
R_blNQAh6hH0yJeSx,Norway,1,0,1,0,6,1,1,21,3. Student,0,4,5
R_9uZdXitSUHK29s9,Sweden,0,1,1,-2,7,3,0,32,1. Paid employee,1,7,9
R_cOYvt53R3zC1BDD,Poland,0,0,1,0,5,2,0,53,1. Paid employee,1,3,2
R_6r2qPPpTMP0AYyV,Czech Republic,0,1,0,0,3,2,0,25,3. Student,0,4,8
R_e9YKf6Amrg6uwnz,Poland,1,0,0,-1,5,2,0,30,1. Paid employee,1,7,7
R_dm0qMblMtmya741,Hungary,1,1,1,0,5,2,1,57,7. Retired,0,3,7
R_1NsgBmsC7WI7w7H,Hungary,1,1,1,0,8,2,0,63,1. Paid employee,1,3,7
R_0q7fMxGiij7G8Jv,Hungary,1,1,1,0,5,2,1,58,1. Paid employee,1,5,10
R_dhQy8La35dPYcUR,United Kingdom,1,1,0,-1,5,1,1,45,6. Chronic illness or permanent disability,0,3,3
R_beXgp2vNwL2bgvX,Hungary,0,0,1,-1,7,2,1,46,1. Paid employee,1,4,5
R_bebUPfXNZCyUhbn,Hungary,0,1,1,-1,10,2,1,67,7. Retired,0,4,1
R_cvkywmXkRsRBDN3,Poland,1,1,0,2,5,2,0,59,6. Chronic illness or permanent disability,0,3,3
R_aXA9N3hOaAD7yf3,Hungary,1,0,1,-2,8,3,1,39,2. Self-employed,1,4,5
R_2fOcsiAVUm1TT5X,Hungary,0,1,0,0,4,3,0,54,1. Paid employee,1,4,7
R_a46e5cnPIVN3Lq5,France,0,0,0,-2,10,1,1,22,1. Paid employee,1,4,2
R_4N5E1649i3VTRJP,Hungary,0,1,1,-1,2,1,1,60,6. Chronic illness or permanent disability,0,5,3
R_1M4Kthj66IfeqqN,Czech Republic,1,0,0,-2,5,2,1,23,1. Paid employee,1,5,5
R_8ws2auS912Yq3EV,Poland,0,1,1,1,3,2,1,61,7. Retired,0,5,2
R_a8Z1wAd4aatmUlf,Hungary,0,0,1,0,5,1,1,22,3. Student,0,6,9
R_6LN5Ipg8l1mGzrv,France,1,0,0,0,5,2,1,54,8. Working at home,0,2,6
R_2sF8eL24Lpy8l6t,Poland,1,0,0,2,8,0,0,45,2. Self-employed,1,1,7
R_1yQctecZB7X2kn3,Hungary,0,1,1,1,3,1,1,29,2. Self-employed,1,6,9
R_cFSMqTljMEcDJzL,Hungary,1,1,1,0,7,3,1,56,1. Paid employee,1,5,3
R_5BAyI6vdKnFn59H,Hungary,1,0,1,0,10,2,0,20,3. Student,0,4,8
R_5zQKxyVnKhQQ3wp,Hungary,1,0,1,-2,5,3,0,49,1. Paid employee,1,4,7
R_54LQjGUG31VZxU9,Hungary,0,1,1,2,3,2,1,32,1. Paid employee,1,7,10
R_7O3wOPz0JAOmUhT,Hungary,1,0,1,0,5,3,0,55,7. Retired,0,3,8
R_9LxQJY2TsQuKx1P,Poland,0,1,1,0,8,1,1,35,1. Paid employee,1,5,4
R_6mSy2fKjrbWNKnz,Hungary,1,0,1,-2,5,3,1,37,1. Paid employee,1,5,8
R_eCZRkfVipnIEOMt,Austria,1,0,1,-2,8,3,0,44,1. Paid employee,1,5,4
R_1N4cGh79cO0im1v,United Kingdom,1,1,1,1,2,2,1,31,1. Paid employee,1,6,8
R_6feGlvPMbfAv4ln,Hungary,0,0,0,-2,7,3,1,59,1. Paid employee,1,4,3
R_bxZQsNMOCQjy90x,France,1,0,0,-2,10,2,0,51,2. Self-employed,1,3,9
R_bEJjyAQiOYn27Rj,Czech Republic,0,1,1,0,5,2,1,32,1. Paid employee,1,4,9
R_bDTMAQNsgb6uOLH,Hungary,0,0,1,1,2,2,0,25,3. Student,0,6,10
R_8cUhJGFSDYSlykd,Sweden,1,0,1,-2,4,2,1,47,1. Paid employee,1,3,3
R_eyXtyrXAJ3NW68Z,Greece,1,0,1,0,2,2,1,24,"4. Unemployed, searching",0,6,1
R_06UVmcV3eOWw8Vn,Poland,0,1,1,2,0,1,1,66,7. Retired,0,4,8
R_74CUEv0iYd86eXP,Sweden,1,1,1,-2,2,2,0,34,1. Paid employee,1,5,5
R_08JUg5O09rvd2Nn,Hungary,0,0,1,-2,8,3,0,53,1. Paid employee,1,3,10
R_0VbZg65EH1IE2Gh,Austria,1,1,1,0,7,3,0,48,1. Paid employee,1,4,5
R_9pfkmJYoGPrUUqF,Sweden,0,0,1,-1,6,2,1,44,1. Paid employee,1,6,8
R_9ThuvEQQE1nJYmV,Hungary,1,0,1,-1,5,2,1,25,1. Paid employee,1,4,2
R_3PpkT4nN3rf4WnX,France,1,1,0,0,8,2,0,54,1. Paid employee,1,5,7
R_6nWGFbdPuc9JW3r,Hungary,1,0,1,0,5,2,0,34,1. Paid employee,1,6,10
R_b0XpLzU8GhDmL6l,Sweden,0,1,0,0,0,3,0,46,6. Chronic illness or permanent disability,0,3,6
R_e40bsfcDQyobjI9,Poland,1,1,0,-1,4,2,1,67,7. Retired,0,7,10
R_5mZR6xXBcVWmrQh,Poland,1,0,0,0,9,2,0,50,7. Retired,0,3,9
R_cBZltD4jWZMlZjv,Poland,0,1,1,1,4,2,0,34,2. Self-employed,1,7,9
R_7Pq6oemHrjtTbpP,Hungary,0,1,1,0,5,2,1,48,1. Paid employee,1,4,1
R_0qdipWUcLdknguV,Hungary,0,1,1,0,5,1,1,21,3. Student,0,4,5
R_0SVdiYsZDwzxZ8p,Norway,1,0,1,-2,7,2,1,29,1. Paid employee,1,3,2
R_2mY95ggC6dtsPnT,Poland,1,0,0,0,5,2,0,58,1. Paid employee,1,7,8
R_1zckY8NxJu7fftH,Greece,0,0,1,0,4,2,1,19,3. Student,0,4,1
R_ddrUJBDUxN0seRn,Hungary,0,1,1,2,2,3,1,66,7. Retired,0,4,8
R_bq2Ii3i4EVjJ8Ud,United Kingdom,1,0,1,0,5,1,1,47,1. Paid employee,1,3,3
R_2t4UwvtG3runin3,Poland,0,1,1,0,5,3,1,33,8. Working at home,0,5,6
R_3a4wBJenOQf9UXj,Greece,1,1,0,0,7,1,0,20,3. Student,0,4,2
R_a3FpwhWud9oJRdP,Poland,1,1,0,0,7,1,1,31,2. Self-employed,1,7,9
R_3wU2M9B8jt24B6Z,Poland,0,1,1,0,3,1,1,53,1. Paid employee,1,5,7
R_diOazS1m4OKcKLb,Poland,1,1,0,-1,8,1,1,31,1. Paid employee,1,7,9
R_1Ug5HS0Ik4fgUn3,Hungary,1,0,1,-2,9,3,0,58,1. Paid employee,1,6,5
R_5cM5HNBeKDvKG6F,Sweden,0,0,1,-1,3,2,0,45,1. Paid employee,1,5,6
R_5t1XFV4oVL92Mw5,Spain,1,0,0,0,7,1,1,31,"4. Unemployed, searching",0,2,5
